('There is a aardvark in indiana.', 'A aardvark can be found in purdue university.', False)
('There is a dotterel in purdue university.', 'A dotterel can be found in michigan.', False)
('There is a dotterel in chicago.', 'A dotterel can be found in michigan.', False)
('There is a dotterel in paris.', 'A dotterel can be found in new york.', False)
('There is a dotterel in new york.', 'A dotterel can be found in chicago.', False)
('There is a dotterel in london.', 'A dotterel can be found in michigan.', False)
('There is a dotterel in michigan.', 'A dotterel can be found in hong kong.', False)
('There is a dotterel in hong kong.', 'A dotterel can be found in michigan.', False)
('There is a dotterel in san francisco.', 'A dotterel can be found in chicago.', False)
('There is a dove in indiana.', 'A dove can be found in san francisco.', False)
('There is a dove in purdue university.', 'A dove can be found in london.', False)
('There is a dove in chicago.', 'A dove can be found in michigan.', False)
('There is a dove in paris.', 'A dove can be found in new york.', False)
('There is a dove in new york.', 'A dove can be found in hong kong.', False)
('There is a dove in london.', 'A dove can be found in new york.', False)
('There is a dove in michigan.', 'A dove can be found in london.', False)
('There is a dove in hong kong.', 'A dove can be found in new york.', False)
('There is a dove in san francisco.', 'A dove can be found in london.', False)
('There is a dragonfly in indiana.', 'A dragonfly can be found in san francisco.', False)
('There is a dragonfly in purdue university.', 'A dragonfly can be found in indiana.', False)
('There is a dragonfly in chicago.', 'A dragonfly can be found in new york.', False)
('There is a dragonfly in paris.', 'A dragonfly can be found in chicago.', False)
('There is a dragonfly in new york.', 'A dragonfly can be found in purdue university.', False)
('There is a dragonfly in london.', 'A dragonfly can be found in hong kong.', False)
('There is a dragonfly in michigan.', 'A dragonfly can be found in purdue university.', False)
('There is a dragonfly in hong kong.', 'A dragonfly can be found in indiana.', False)
('There is a dragonfly in san francisco.', 'A dragonfly can be found in purdue university.', False)
('There is a duck in indiana.', 'A duck can be found in chicago.', False)
('There is a duck in purdue university.', 'A duck can be found in chicago.', False)
('There is a duck in chicago.', 'A duck can be found in indiana.', False)
('There is a duck in paris.', 'A duck can be found in indiana.', False)
('There is a duck in new york.', 'A duck can be found in purdue university.', False)
('There is a duck in london.', 'A duck can be found in hong kong.', False)
('There is a duck in michigan.', 'A duck can be found in purdue university.', False)
('There is a duck in hong kong.', 'A duck can be found in michigan.', False)
('There is a duck in san francisco.', 'A duck can be found in indiana.', False)
('There is a dugong in indiana.', 'A dugong can be found in new york.', False)
('There is a dugong in purdue university.', 'A dugong can be found in san francisco.', False)
('There is a dugong in chicago.', 'A dugong can be found in new york.', False)
('There is a dugong in paris.', 'A dugong can be found in san francisco.', False)
('There is a dugong in new york.', 'A dugong can be found in chicago.', False)
('There is a dugong in london.', 'A dugong can be found in new york.', False)
('There is a dugong in michigan.', 'A dugong can be found in purdue university.', False)
('There is a dugong in hong kong.', 'A dugong can be found in indiana.', False)
('There is a dugong in san francisco.', 'A dugong can be found in paris.', False)
('There is a dunlin in indiana.', 'A dunlin can be found in hong kong.', False)
('There is a dunlin in purdue university.', 'A dunlin can be found in chicago.', False)
('There is a dunlin in chicago.', 'A dunlin can be found in san francisco.', False)
('There is a dunlin in paris.', 'A dunlin can be found in chicago.', False)
('There is a dunlin in new york.', 'A dunlin can be found in san francisco.', False)
('There is a dunlin in london.', 'A dunlin can be found in purdue university.', False)
('There is a dunlin in michigan.', 'A dunlin can be found in hong kong.', False)
('There is a dunlin in hong kong.', 'A dunlin can be found in indiana.', False)
('There is a dunlin in san francisco.', 'A dunlin can be found in chicago.', False)
('There is a eagle in indiana.', 'A eagle can be found in paris.', False)
('There is a eagle in purdue university.', 'A eagle can be found in michigan.', False)
('There is a eagle in chicago.', 'A eagle can be found in london.', False)
('There is a eagle in paris.', 'A eagle can be found in michigan.', False)
('There is a eagle in new york.', 'A eagle can be found in san francisco.', False)
('There is a eagle in london.', 'A eagle can be found in new york.', False)
('There is a eagle in michigan.', 'A eagle can be found in chicago.', False)
('There is a eagle in hong kong.', 'A eagle can be found in indiana.', False)
('There is a eagle in san francisco.', 'A eagle can be found in michigan.', False)
('There is a echidna in indiana.', 'A echidna can be found in hong kong.', False)
('There is a echidna in purdue university.', 'A echidna can be found in london.', False)
('There is a echidna in chicago.', 'A echidna can be found in hong kong.', False)
('There is a echidna in paris.', 'A echidna can be found in michigan.', False)
('There is a echidna in new york.', 'A echidna can be found in hong kong.', False)
('There is a echidna in london.', 'A echidna can be found in new york.', False)
('There is a echidna in michigan.', 'A echidna can be found in indiana.', False)
('There is a echidna in hong kong.', 'A echidna can be found in chicago.', False)
('There is a echidna in san francisco.', 'A echidna can be found in hong kong.', False)
('There is a eel in indiana.', 'A eel can be found in chicago.', False)
('There is a eel in purdue university.', 'A eel can be found in london.', False)
('There is a eel in chicago.', 'A eel can be found in paris.', False)
('There is a eel in paris.', 'A eel can be found in san francisco.', False)
('There is a eel in new york.', 'A eel can be found in chicago.', False)
('There is a eel in london.', 'A eel can be found in chicago.', False)
('There is a eel in michigan.', 'A eel can be found in chicago.', False)
('There is a eel in hong kong.', 'A eel can be found in indiana.', False)
('There is a eel in san francisco.', 'A eel can be found in paris.', False)
('There is a eland in indiana.', 'A eland can be found in purdue university.', False)
('There is a eland in purdue university.', 'A eland can be found in hong kong.', False)
('There is a eland in chicago.', 'A eland can be found in hong kong.', False)
('There is a eland in paris.', 'A eland can be found in chicago.', False)
('There is a eland in new york.', 'A eland can be found in indiana.', False)
('There is a eland in london.', 'A eland can be found in chicago.', False)
('There is a eland in michigan.', 'A eland can be found in purdue university.', False)
('There is a eland in hong kong.', 'A eland can be found in new york.', False)
('There is a eland in san francisco.', 'A eland can be found in purdue university.', False)
('There is a elephant in indiana.', 'A elephant can be found in hong kong.', False)
('There is a elephant in purdue university.', 'A elephant can be found in chicago.', False)
('There is a elephant in chicago.', 'A elephant can be found in new york.', False)
('There is a elephant in paris.', 'A elephant can be found in indiana.', False)
('There is a elephant in new york.', 'A elephant can be found in chicago.', False)
('There is a elephant in london.', 'A elephant can be found in hong kong.', False)
('There is a elephant in michigan.', 'A elephant can be found in chicago.', False)
