('There is not a rock & roll album in colorado.', 'There is not a music album in colorado.', False)
('There is not a norwegian forest cat in arkansas.', 'There is not a animal in arkansas.', False)
('There is not a norwegian forest cat in san francisco.', 'There is not a cat in san francisco.', False)
('There is not a ocicat in hong kong.', 'There is not a lifeform in hong kong.', False)
('There is not a ocicat in san francisco.', 'There is not a eukaryote in san francisco.', False)
('There is not a ocicat in paris.', 'There is not a animal in paris.', False)
('There is not a ocicat in minnesota.', 'There is not a cat in minnesota.', False)
('There is not a ojos azules in london.', 'There is not a lifeform in london.', False)
('There is not a ojos azules in hawaii.', 'There is not a eukaryote in hawaii.', False)
('There is not a ojos azules in massachusetts.', 'There is not a animal in massachusetts.', False)
('There is not a ojos azules in hong kong.', 'There is not a cat in hong kong.', False)
('There is not a oregon rex in alaska.', 'There is not a lifeform in alaska.', False)
('There is not a oregon rex in nebraska.', 'There is not a eukaryote in nebraska.', False)
('There is not a oregon rex in new york.', 'There is not a animal in new york.', False)
('There is not a oregon rex in kansas.', 'There is not a cat in kansas.', False)
('There is not a oriental bicolor in idaho.', 'There is not a lifeform in idaho.', False)
('There is not a oriental bicolor in purdue university.', 'There is not a eukaryote in purdue university.', False)
('There is not a oriental bicolor in iowa.', 'There is not a animal in iowa.', False)
('There is not a oriental bicolor in colorado.', 'There is not a cat in colorado.', False)
('There is not a oriental shorthair in maryland.', 'There is not a lifeform in maryland.', False)
('There is not a oriental shorthair in idaho.', 'There is not a eukaryote in idaho.', False)
('There is not a oriental shorthair in connecticut.', 'There is not a animal in connecticut.', False)
('There is not a oriental shorthair in louisiana.', 'There is not a cat in louisiana.', False)
('There is not a oriental longhair in maine.', 'There is not a lifeform in maine.', False)
('There is not a oriental longhair in florida.', 'There is not a eukaryote in florida.', False)
('There is not a oriental longhair in georgia.', 'There is not a animal in georgia.', False)
('There is not a oriental longhair in purdue university.', 'There is not a cat in purdue university.', False)
('There is not a perfold cat (experimental breed - wcf) in louisiana.', 'There is not a lifeform in louisiana.', False)
('There is not a perfold cat (experimental breed - wcf) in colorado.', 'There is not a eukaryote in colorado.', False)
('There is not a perfold cat (experimental breed - wcf) in maine.', 'There is not a animal in maine.', False)
('There is not a perfold cat (experimental breed - wcf) in iowa.', 'There is not a cat in iowa.', False)
('There is not a persian cat in illinois.', 'There is not a lifeform in illinois.', False)
('There is not a persian cat in louisiana.', 'There is not a eukaryote in louisiana.', False)
('There is not a persian cat in idaho.', 'There is not a animal in idaho.', False)
('There is not a persian cat in georgia.', 'There is not a cat in georgia.', False)
('There is not a traditional persian in maryland.', 'There is not a lifeform in maryland.', False)
('There is not a traditional persian in illinois.', 'There is not a eukaryote in illinois.', False)
('There is not a traditional persian in london.', 'There is not a animal in london.', False)
('There is not a traditional persian in louisiana.', 'There is not a cat in louisiana.', False)
('There is not a peterbald in kentucky.', 'There is not a lifeform in kentucky.', False)
('There is not a peterbald in paris.', 'There is not a eukaryote in paris.', False)
('There is not a peterbald in hong kong.', 'There is not a animal in hong kong.', False)
('There is not a peterbald in mississippi.', 'There is not a cat in mississippi.', False)
('There is not a pixie-bob in maine.', 'There is not a lifeform in maine.', False)
('There is not a pixie-bob in indiana.', 'There is not a eukaryote in indiana.', False)
('There is not a pixie-bob in massachusetts.', 'There is not a animal in massachusetts.', False)
('There is not a pixie-bob in maine.', 'There is not a cat in maine.', False)
('There is not a raas cat in hawaii.', 'There is not a lifeform in hawaii.', False)
('There is not a raas cat in maine.', 'There is not a eukaryote in maine.', False)
('There is not a raas cat in arizona.', 'There is not a animal in arizona.', False)
('There is not a raas cat in california.', 'There is not a cat in california.', False)
('There is not a ragamuffin cat in iowa.', 'There is not a lifeform in iowa.', False)
('There is not a ragamuffin cat in hawaii.', 'There is not a eukaryote in hawaii.', False)
('There is not a ragamuffin cat in kansas.', 'There is not a animal in kansas.', False)
('There is not a ragamuffin cat in hawaii.', 'There is not a cat in hawaii.', False)
('There is not a ragdoll in paris.', 'There is not a lifeform in paris.', False)
('There is not a ragdoll in florida.', 'There is not a eukaryote in florida.', False)
('There is not a ragdoll in kansas.', 'There is not a animal in kansas.', False)
('There is not a ragdoll in michigan.', 'There is not a cat in michigan.', False)
('There is not a russian blue in new york.', 'There is not a lifeform in new york.', False)
('There is not a russian blue in paris.', 'There is not a eukaryote in paris.', False)
('There is not a russian blue in maine.', 'There is not a animal in maine.', False)
('There is not a russian blue in kansas.', 'There is not a cat in kansas.', False)
('There is not a russian white in georgia.', 'There is not a lifeform in georgia.', False)
('There is not a russian white in minnesota.', 'There is not a eukaryote in minnesota.', False)
('There is not a russian white in new york.', 'There is not a animal in new york.', False)
('There is not a russian white in new york.', 'There is not a cat in new york.', False)
('There is not a sam sawet in london.', 'There is not a lifeform in london.', False)
('There is not a sam sawet in alaska.', 'There is not a eukaryote in alaska.', False)
('There is not a sam sawet in kentucky.', 'There is not a animal in kentucky.', False)
('There is not a sam sawet in hawaii.', 'There is not a cat in hawaii.', False)
('There is not a savannah cat in nevada.', 'There is not a lifeform in nevada.', False)
('There is not a savannah cat in montana.', 'There is not a eukaryote in montana.', False)
('There is not a savannah cat in nebraska.', 'There is not a animal in nebraska.', False)
('There is not a savannah cat in massachusetts.', 'There is not a cat in massachusetts.', False)
('There is not a scottish fold in hong kong.', 'There is not a lifeform in hong kong.', False)
('There is not a scottish fold in indiana.', 'There is not a eukaryote in indiana.', False)
('There is not a scottish fold in hong kong.', 'There is not a animal in hong kong.', False)
('There is not a scottish fold in connecticut.', 'There is not a cat in connecticut.', False)
('There is not a selkirk rex in hong kong.', 'There is not a lifeform in hong kong.', False)
('There is not a selkirk rex in san francisco.', 'There is not a eukaryote in san francisco.', False)
('There is not a selkirk rex in london.', 'There is not a animal in london.', False)
('There is not a selkirk rex in chicago.', 'There is not a cat in chicago.', False)
('There is not a serengeti cat in idaho.', 'There is not a lifeform in idaho.', False)
('There is not a serengeti cat in louisiana.', 'There is not a eukaryote in louisiana.', False)
