('neighborhoods are found in cities.', 'neighborhoods contain cities', True)
('Some goldsmiths says cities consists of neighborhoods.', 'goldsmiths says cities are composed of neighborhoods', True)
('Some golf caddys says cities consists of neighborhoods.', 'golf caddys says cities are composed of neighborhoods', True)
('Some golf club professionals says cities consists of neighborhoods.', 'golf club professionals says cities are composed of neighborhoods', True)
('Some golfers says cities consists of neighborhoods.', 'golfers says cities are composed of neighborhoods', True)
('Some goods handlers says cities consists of neighborhoods.', 'goods handlers says cities are composed of neighborhoods', True)
('Some governors says cities consists of neighborhoods.', 'governors says cities are composed of neighborhoods', True)
('Some granite technicians says cities consists of neighborhoods.', 'granite technicians says cities are composed of neighborhoods', True)
('Some graphic designers says cities consists of neighborhoods.', 'graphic designers says cities are composed of neighborhoods', True)
('Some graphologists says cities consists of neighborhoods.', 'graphologists says cities are composed of neighborhoods', True)
('Some grave diggers says cities consists of neighborhoods.', 'grave diggers says cities are composed of neighborhoods', True)
('Some gravel merchants says cities consists of neighborhoods.', 'gravel merchants says cities are composed of neighborhoods', True)
('Some green keepers says cities consists of neighborhoods.', 'green keepers says cities are composed of neighborhoods', True)
('Some greengrocers says cities consists of neighborhoods.', 'greengrocers says cities are composed of neighborhoods', True)
('Some grocers says cities consists of neighborhoods.', 'grocers says cities are composed of neighborhoods', True)
('Some grooms says cities consists of neighborhoods.', 'grooms says cities are composed of neighborhoods', True)
('Some ground workers says cities consists of neighborhoods.', 'ground workers says cities are composed of neighborhoods', True)
('Some groundsmans says cities consists of neighborhoods.', 'groundsmans says cities are composed of neighborhoods', True)
('Some guest house owners says cities consists of neighborhoods.', 'guest house owners says cities are composed of neighborhoods', True)
('Some guest house proprietors says cities consists of neighborhoods.', 'guest house proprietors says cities are composed of neighborhoods', True)
('Some gun smiths says cities consists of neighborhoods.', 'gun smiths says cities are composed of neighborhoods', True)
('Some gynaecologists says cities consists of neighborhoods.', 'gynaecologists says cities are composed of neighborhoods', True)
('Some hgv drivers says cities consists of neighborhoods.', 'hgv drivers says cities are composed of neighborhoods', True)
('Some hgv mechanics says cities consists of neighborhoods.', 'hgv mechanics says cities are composed of neighborhoods', True)
('Some hairdressers says cities consists of neighborhoods.', 'hairdressers says cities are composed of neighborhoods', True)
('Some handymans says cities consists of neighborhoods.', 'handymans says cities are composed of neighborhoods', True)
('Some hardware dealers says cities consists of neighborhoods.', 'hardware dealers says cities are composed of neighborhoods', True)
('Some haulage contractors says cities consists of neighborhoods.', 'haulage contractors says cities are composed of neighborhoods', True)
('Some hawkers says cities consists of neighborhoods.', 'hawkers says cities are composed of neighborhoods', True)
('Some health advisors says cities consists of neighborhoods.', 'health advisors says cities are composed of neighborhoods', True)
('Some health and safetys says cities consists of neighborhoods.', 'health and safetys says cities are composed of neighborhoods', True)
('Some health care assistants says cities consists of neighborhoods.', 'health care assistants says cities are composed of neighborhoods', True)
('Some health consultants says cities consists of neighborhoods.', 'health consultants says cities are composed of neighborhoods', True)
('Some health nurses says cities consists of neighborhoods.', 'health nurses says cities are composed of neighborhoods', True)
('Some health planners says cities consists of neighborhoods.', 'health planners says cities are composed of neighborhoods', True)
('Some health services says cities consists of neighborhoods.', 'health services says cities are composed of neighborhoods', True)
('Some health therapists says cities consists of neighborhoods.', 'health therapists says cities are composed of neighborhoods', True)
('Some health visitors says cities consists of neighborhoods.', 'health visitors says cities are composed of neighborhoods', True)
('Some hearing therapists says cities consists of neighborhoods.', 'hearing therapists says cities are composed of neighborhoods', True)
('Some heating engineers says cities consists of neighborhoods.', 'heating engineers says cities are composed of neighborhoods', True)
('Some herbalists says cities consists of neighborhoods.', 'herbalists says cities are composed of neighborhoods', True)
('Some highway inspectors says cities consists of neighborhoods.', 'highway inspectors says cities are composed of neighborhoods', True)
('Some hire car drivers says cities consists of neighborhoods.', 'hire car drivers says cities are composed of neighborhoods', True)
('Some historians says cities consists of neighborhoods.', 'historians says cities are composed of neighborhoods', True)
