('A automobile is a vehicle.', 'A automobile is a vehicle.', True)
('A perfold cat (experimental breed - wcf) is a animal.', 'A perfold cat (experimental breed - wcf) is a animal.', True)
('A perfold cat (experimental breed - wcf) is a cat.', 'A perfold cat (experimental breed - wcf) is a cat.', True)
('A persian cat is a lifeform.', 'A persian cat is a lifeform.', True)
('A persian cat is a eukaryote.', 'A persian cat is a eukaryote.', True)
('A persian cat is a animal.', 'A persian cat is a animal.', True)
('A persian cat is a cat.', 'A persian cat is a cat.', True)
('A traditional persian is a lifeform.', 'A traditional persian is a lifeform.', True)
('A traditional persian is a eukaryote.', 'A traditional persian is a eukaryote.', True)
('A traditional persian is a animal.', 'A traditional persian is a animal.', True)
('A traditional persian is a cat.', 'A traditional persian is a cat.', True)
('A peterbald is a lifeform.', 'A peterbald is a lifeform.', True)
('A peterbald is a eukaryote.', 'A peterbald is a eukaryote.', True)
('A peterbald is a animal.', 'A peterbald is a animal.', True)
('A peterbald is a cat.', 'A peterbald is a cat.', True)
('A pixie-bob is a lifeform.', 'A pixie-bob is a lifeform.', True)
('A pixie-bob is a eukaryote.', 'A pixie-bob is a eukaryote.', True)
('A pixie-bob is a animal.', 'A pixie-bob is a animal.', True)
('A pixie-bob is a cat.', 'A pixie-bob is a cat.', True)
('A raas cat is a lifeform.', 'A raas cat is a lifeform.', True)
('A raas cat is a eukaryote.', 'A raas cat is a eukaryote.', True)
('A raas cat is a animal.', 'A raas cat is a animal.', True)
('A raas cat is a cat.', 'A raas cat is a cat.', True)
('A ragamuffin cat is a lifeform.', 'A ragamuffin cat is a lifeform.', True)
('A ragamuffin cat is a eukaryote.', 'A ragamuffin cat is a eukaryote.', True)
('A ragamuffin cat is a animal.', 'A ragamuffin cat is a animal.', True)
('A ragamuffin cat is a cat.', 'A ragamuffin cat is a cat.', True)
('A ragdoll is a lifeform.', 'A ragdoll is a lifeform.', True)
('A ragdoll is a eukaryote.', 'A ragdoll is a eukaryote.', True)
('A ragdoll is a animal.', 'A ragdoll is a animal.', True)
('A ragdoll is a cat.', 'A ragdoll is a cat.', True)
('A russian blue is a lifeform.', 'A russian blue is a lifeform.', True)
('A russian blue is a eukaryote.', 'A russian blue is a eukaryote.', True)
('A russian blue is a animal.', 'A russian blue is a animal.', True)
('A russian blue is a cat.', 'A russian blue is a cat.', True)
('A russian white is a lifeform.', 'A russian white is a lifeform.', True)
('A russian white is a eukaryote.', 'A russian white is a eukaryote.', True)
('A russian white is a animal.', 'A russian white is a animal.', True)
('A russian white is a cat.', 'A russian white is a cat.', True)
('A sam sawet is a lifeform.', 'A sam sawet is a lifeform.', True)
('A sam sawet is a eukaryote.', 'A sam sawet is a eukaryote.', True)
('A sam sawet is a animal.', 'A sam sawet is a animal.', True)
('A sam sawet is a cat.', 'A sam sawet is a cat.', True)
('A savannah cat is a lifeform.', 'A savannah cat is a lifeform.', True)
('A savannah cat is a eukaryote.', 'A savannah cat is a eukaryote.', True)
('A savannah cat is a animal.', 'A savannah cat is a animal.', True)
('A savannah cat is a cat.', 'A savannah cat is a cat.', True)
('A scottish fold is a lifeform.', 'A scottish fold is a lifeform.', True)
('A scottish fold is a eukaryote.', 'A scottish fold is a eukaryote.', True)
('A scottish fold is a animal.', 'A scottish fold is a animal.', True)
('A scottish fold is a cat.', 'A scottish fold is a cat.', True)
('A selkirk rex is a lifeform.', 'A selkirk rex is a lifeform.', True)
('A selkirk rex is a eukaryote.', 'A selkirk rex is a eukaryote.', True)
('A selkirk rex is a animal.', 'A selkirk rex is a animal.', True)
('A selkirk rex is a cat.', 'A selkirk rex is a cat.', True)
('A serengeti cat is a lifeform.', 'A serengeti cat is a lifeform.', True)
('A serengeti cat is a eukaryote.', 'A serengeti cat is a eukaryote.', True)
('A serengeti cat is a animal.', 'A serengeti cat is a animal.', True)
('A serengeti cat is a cat.', 'A serengeti cat is a cat.', True)
('A serrade petit cat is a lifeform.', 'A serrade petit cat is a lifeform.', True)
('A serrade petit cat is a eukaryote.', 'A serrade petit cat is a eukaryote.', True)
('A serrade petit cat is a animal.', 'A serrade petit cat is a animal.', True)
('A serrade petit cat is a cat.', 'A serrade petit cat is a cat.', True)
('A siamese cat is a lifeform.', 'A siamese cat is a lifeform.', True)
('A siamese cat is a eukaryote.', 'A siamese cat is a eukaryote.', True)
('A siamese cat is a animal.', 'A siamese cat is a animal.', True)
('A siamese cat is a cat.', 'A siamese cat is a cat.', True)
('A siberian cat is a lifeform.', 'A siberian cat is a lifeform.', True)
('A siberian cat is a eukaryote.', 'A siberian cat is a eukaryote.', True)
('A siberian cat is a animal.', 'A siberian cat is a animal.', True)
('A siberian cat is a cat.', 'A siberian cat is a cat.', True)
('A singapura cat is a lifeform.', 'A singapura cat is a lifeform.', True)
('A singapura cat is a eukaryote.', 'A singapura cat is a eukaryote.', True)
('A singapura cat is a animal.', 'A singapura cat is a animal.', True)
('A singapura cat is a cat.', 'A singapura cat is a cat.', True)
('A snowshoe cat is a lifeform.', 'A snowshoe cat is a lifeform.', True)
('A snowshoe cat is a eukaryote.', 'A snowshoe cat is a eukaryote.', True)
('A snowshoe cat is a animal.', 'A snowshoe cat is a animal.', True)
('A snowshoe cat is a cat.', 'A snowshoe cat is a cat.', True)
('A sokoke is a lifeform.', 'A sokoke is a lifeform.', True)
('A sokoke is a eukaryote.', 'A sokoke is a eukaryote.', True)
('A sokoke is a animal.', 'A sokoke is a animal.', True)
('A sokoke is a cat.', 'A sokoke is a cat.', True)
('A somali cat is a lifeform.', 'A somali cat is a lifeform.', True)
('A somali cat is a eukaryote.', 'A somali cat is a eukaryote.', True)
('A somali cat is a animal.', 'A somali cat is a animal.', True)
('A somali cat is a cat.', 'A somali cat is a cat.', True)
('A sphynx cat is a lifeform.', 'A sphynx cat is a lifeform.', True)
('A sphynx cat is a eukaryote.', 'A sphynx cat is a eukaryote.', True)
('A sphynx cat is a animal.', 'A sphynx cat is a animal.', True)
('A sphynx cat is a cat.', 'A sphynx cat is a cat.', True)
('A suphalak is a lifeform.', 'A suphalak is a lifeform.', True)
('A suphalak is a eukaryote.', 'A suphalak is a eukaryote.', True)
('A suphalak is a animal.', 'A suphalak is a animal.', True)
('A suphalak is a cat.', 'A suphalak is a cat.', True)
('A thai cat is a lifeform.', 'A thai cat is a lifeform.', True)
('A thai cat is a eukaryote.', 'A thai cat is a eukaryote.', True)
('A thai cat is a animal.', 'A thai cat is a animal.', True)
('A thai cat is a cat.', 'A thai cat is a cat.', True)
('A thai lilac is a lifeform.', 'A thai lilac is a lifeform.', True)
('A thai lilac is a eukaryote.', 'A thai lilac is a eukaryote.', True)
('A thai lilac is a animal.', 'A thai lilac is a animal.', True)
('A thai lilac is a cat.', 'A thai lilac is a cat.', True)
('A tonkinese cat is a lifeform.', 'A tonkinese cat is a lifeform.', True)
('A tonkinese cat is a eukaryote.', 'A tonkinese cat is a eukaryote.', True)
('A tonkinese cat is a animal.', 'A tonkinese cat is a animal.', True)
('A tonkinese cat is a cat.', 'A tonkinese cat is a cat.', True)
('A toyger is a lifeform.', 'A toyger is a lifeform.', True)
('A toyger is a eukaryote.', 'A toyger is a eukaryote.', True)
('A toyger is a animal.', 'A toyger is a animal.', True)
('A toyger is a cat.', 'A toyger is a cat.', True)
('A turkish angora is a lifeform.', 'A turkish angora is a lifeform.', True)
('A turkish angora is a eukaryote.', 'A turkish angora is a eukaryote.', True)
('A turkish angora is a animal.', 'A turkish angora is a animal.', True)
('A turkish angora is a cat.', 'A turkish angora is a cat.', True)
('A turkish van is a lifeform.', 'A turkish van is a lifeform.', True)
('A turkish van is a eukaryote.', 'A turkish van is a eukaryote.', True)
('A turkish van is a animal.', 'A turkish van is a animal.', True)
('A turkish van is a cat.', 'A turkish van is a cat.', True)
('A ukrainian levkoy is a lifeform.', 'A ukrainian levkoy is a lifeform.', True)
('A ukrainian levkoy is a eukaryote.', 'A ukrainian levkoy is a eukaryote.', True)
('A ukrainian levkoy is a animal.', 'A ukrainian levkoy is a animal.', True)
('A ukrainian levkoy is a cat.', 'A ukrainian levkoy is a cat.', True)
('A caterpillar is a lifeform.', 'A caterpillar is a lifeform.', True)
('A caterpillar is a eukaryote.', 'A caterpillar is a eukaryote.', True)
('A caterpillar is a animal.', 'A caterpillar is a animal.', True)
('A cattle is a lifeform.', 'A cattle is a lifeform.', True)
('A cattle is a eukaryote.', 'A cattle is a eukaryote.', True)
('A cattle is a animal.', 'A cattle is a animal.', True)
('A chamois is a lifeform.', 'A chamois is a lifeform.', True)
('A chamois is a eukaryote.', 'A chamois is a eukaryote.', True)
('A chamois is a animal.', 'A chamois is a animal.', True)
('A cheetah is a lifeform.', 'A cheetah is a lifeform.', True)
('A cheetah is a eukaryote.', 'A cheetah is a eukaryote.', True)
('A cheetah is a animal.', 'A cheetah is a animal.', True)
('A chicken is a lifeform.', 'A chicken is a lifeform.', True)
('A chicken is a eukaryote.', 'A chicken is a eukaryote.', True)
('A chicken is a animal.', 'A chicken is a animal.', True)
('A chimpanzee is a lifeform.', 'A chimpanzee is a lifeform.', True)
('A chimpanzee is a eukaryote.', 'A chimpanzee is a eukaryote.', True)
('A chimpanzee is a animal.', 'A chimpanzee is a animal.', True)
('A chinchilla is a lifeform.', 'A chinchilla is a lifeform.', True)
('A chinchilla is a eukaryote.', 'A chinchilla is a eukaryote.', True)
('A chinchilla is a animal.', 'A chinchilla is a animal.', True)
('A chough is a lifeform.', 'A chough is a lifeform.', True)
('A chough is a eukaryote.', 'A chough is a eukaryote.', True)
('A chough is a animal.', 'A chough is a animal.', True)
('A clam is a lifeform.', 'A clam is a lifeform.', True)
('A clam is a eukaryote.', 'A clam is a eukaryote.', True)
('A clam is a animal.', 'A clam is a animal.', True)
('A cobra is a lifeform.', 'A cobra is a lifeform.', True)
('A cobra is a eukaryote.', 'A cobra is a eukaryote.', True)
('A cobra is a animal.', 'A cobra is a animal.', True)
('A cockroach is a lifeform.', 'A cockroach is a lifeform.', True)
('A cockroach is a eukaryote.', 'A cockroach is a eukaryote.', True)
('A cockroach is a animal.', 'A cockroach is a animal.', True)
('A cod is a lifeform.', 'A cod is a lifeform.', True)
('A cod is a eukaryote.', 'A cod is a eukaryote.', True)
('A cod is a animal.', 'A cod is a animal.', True)
('A cormorant is a lifeform.', 'A cormorant is a lifeform.', True)
('A cormorant is a eukaryote.', 'A cormorant is a eukaryote.', True)
('A cormorant is a animal.', 'A cormorant is a animal.', True)
('A coyote is a lifeform.', 'A coyote is a lifeform.', True)
('A coyote is a eukaryote.', 'A coyote is a eukaryote.', True)
('A coyote is a animal.', 'A coyote is a animal.', True)
('A crab is a lifeform.', 'A crab is a lifeform.', True)
('A crab is a eukaryote.', 'A crab is a eukaryote.', True)
('A crab is a animal.', 'A crab is a animal.', True)
('A crane is a lifeform.', 'A crane is a lifeform.', True)
('A crane is a eukaryote.', 'A crane is a eukaryote.', True)
('A crane is a animal.', 'A crane is a animal.', True)
('A crocodile is a lifeform.', 'A crocodile is a lifeform.', True)
('A crocodile is a eukaryote.', 'A crocodile is a eukaryote.', True)
('A crocodile is a animal.', 'A crocodile is a animal.', True)
('A crow is a lifeform.', 'A crow is a lifeform.', True)
('A crow is a eukaryote.', 'A crow is a eukaryote.', True)
('A crow is a animal.', 'A crow is a animal.', True)
('A curlew is a lifeform.', 'A curlew is a lifeform.', True)
('A curlew is a eukaryote.', 'A curlew is a eukaryote.', True)
('A curlew is a animal.', 'A curlew is a animal.', True)
('A deer is a lifeform.', 'A deer is a lifeform.', True)
('A deer is a eukaryote.', 'A deer is a eukaryote.', True)
('A deer is a animal.', 'A deer is a animal.', True)
('A dinosaur is a lifeform.', 'A dinosaur is a lifeform.', True)
('A dinosaur is a eukaryote.', 'A dinosaur is a eukaryote.', True)
('A dinosaur is a animal.', 'A dinosaur is a animal.', True)
('A utahraptor is a lifeform.', 'A utahraptor is a lifeform.', True)
('A utahraptor is a eukaryote.', 'A utahraptor is a eukaryote.', True)
('A utahraptor is a animal.', 'A utahraptor is a animal.', True)
('A utahraptor is a dinosaur.', 'A utahraptor is a dinosaur.', True)
('A brontosaurus is a lifeform.', 'A brontosaurus is a lifeform.', True)
('A brontosaurus is a eukaryote.', 'A brontosaurus is a eukaryote.', True)
('A brontosaurus is a animal.', 'A brontosaurus is a animal.', True)
('A brontosaurus is a dinosaur.', 'A brontosaurus is a dinosaur.', True)
('A stegosaurus is a lifeform.', 'A stegosaurus is a lifeform.', True)
('A stegosaurus is a eukaryote.', 'A stegosaurus is a eukaryote.', True)
('A stegosaurus is a animal.', 'A stegosaurus is a animal.', True)
('A stegosaurus is a dinosaur.', 'A stegosaurus is a dinosaur.', True)
('A triceratops is a lifeform.', 'A triceratops is a lifeform.', True)
('A triceratops is a eukaryote.', 'A triceratops is a eukaryote.', True)
('A triceratops is a animal.', 'A triceratops is a animal.', True)
('A triceratops is a dinosaur.', 'A triceratops is a dinosaur.', True)
('A tyrannosaurus is a lifeform.', 'A tyrannosaurus is a lifeform.', True)
('A tyrannosaurus is a eukaryote.', 'A tyrannosaurus is a eukaryote.', True)
('A tyrannosaurus is a animal.', 'A tyrannosaurus is a animal.', True)
