('The turtle is in the milky way galaxy.', 'The turtle is in the universe.', True)
('The rhinoceros is in canada.', 'The rhinoceros is in north america.', True)
('The goshawk is in alberta.', 'The goshawk is in the universe.', True)
('The oryx is in alberta.', 'The oryx is in the milky way galaxy.', True)
('The narwhal is in alberta.', 'The narwhal is in our solar system.', True)
('The deer is in alberta.', 'The deer is on earth.', True)
('The sheep is in alberta.', 'The sheep is in north america.', True)
('The lapwing is in alberta.', 'The lapwing is in canada.', True)
('The ape is in british columbia.', 'The ape is in the universe.', True)
('The gerbil is in british columbia.', 'The gerbil is in the milky way galaxy.', True)
('The pigeon is in british columbia.', 'The pigeon is in our solar system.', True)
('The grasshopper is in british columbia.', 'The grasshopper is on earth.', True)
('The lapwing is in british columbia.', 'The lapwing is in north america.', True)
('The caribou is in british columbia.', 'The caribou is in canada.', True)
('The ostrich is in manitoba.', 'The ostrich is in the universe.', True)
('The spider is in manitoba.', 'The spider is in the milky way galaxy.', True)
('The cassowary is in manitoba.', 'The cassowary is in our solar system.', True)
('The opossum is in manitoba.', 'The opossum is on earth.', True)
('The baboon is in manitoba.', 'The baboon is in north america.', True)
('The wren is in manitoba.', 'The wren is in canada.', True)
('The rook is in new brunswick.', 'The rook is in the universe.', True)
('The frog is in new brunswick.', 'The frog is in the milky way galaxy.', True)
('The snake is in new brunswick.', 'The snake is in our solar system.', True)
('The monkey is in new brunswick.', 'The monkey is on earth.', True)
('The goldfinch is in new brunswick.', 'The goldfinch is in north america.', True)
('The jay is in new brunswick.', 'The jay is in canada.', True)
('The fox is in newfoundland.', 'The fox is in the universe.', True)
('The chinchilla is in newfoundland.', 'The chinchilla is in the milky way galaxy.', True)
('The eel is in newfoundland.', 'The eel is in our solar system.', True)
('The hyena is in newfoundland.', 'The hyena is on earth.', True)
('The grouse is in newfoundland.', 'The grouse is in north america.', True)
('The armadillo is in newfoundland.', 'The armadillo is in canada.', True)
('The mouse is in nova scotia.', 'The mouse is in the universe.', True)
('The boar is in nova scotia.', 'The boar is in the milky way galaxy.', True)
('The squirrel is in nova scotia.', 'The squirrel is in our solar system.', True)
('The rabbit is in nova scotia.', 'The rabbit is on earth.', True)
('The aardvark is in nova scotia.', 'The aardvark is in north america.', True)
('The toad is in nova scotia.', 'The toad is in canada.', True)
('The dunlin is in ontario.', 'The dunlin is in the universe.', True)
('The cassowary is in ontario.', 'The cassowary is in the milky way galaxy.', True)
('The vulture is in ontario.', 'The vulture is in our solar system.', True)
('The crocodile is in ontario.', 'The crocodile is on earth.', True)
('The eagle is in ontario.', 'The eagle is in north america.', True)
('The tarsier is in ontario.', 'The tarsier is in canada.', True)
('The cormorant is in prince edward island.', 'The cormorant is in the universe.', True)
('The hornet is in prince edward island.', 'The hornet is in the milky way galaxy.', True)
('The dolphin is in prince edward island.', 'The dolphin is in our solar system.', True)
('The chimpanzee is in prince edward island.', 'The chimpanzee is on earth.', True)
('The jellyfish is in prince edward island.', 'The jellyfish is in north america.', True)
('The kookabura is in prince edward island.', 'The kookabura is in canada.', True)
('The skunk is in quebec.', 'The skunk is in the universe.', True)
('The cobra is in quebec.', 'The cobra is in the milky way galaxy.', True)
('The gerbil is in quebec.', 'The gerbil is in our solar system.', True)
('The woodpecker is in quebec.', 'The woodpecker is on earth.', True)
('The heron is in quebec.', 'The heron is in north america.', True)
('The chamois is in quebec.', 'The chamois is in canada.', True)
('The donkey is in saskatchewan.', 'The donkey is in the universe.', True)
('The cat is in saskatchewan.', 'The cat is in the milky way galaxy.', True)
('The dogfish is in saskatchewan.', 'The dogfish is in our solar system.', True)
('The newt is in saskatchewan.', 'The newt is on earth.', True)
('The termite is in saskatchewan.', 'The termite is in north america.', True)
('The human is in saskatchewan.', 'The human is in canada.', True)
('The hamster is in greenland.', 'The hamster is in the universe.', True)
('The dugong is in greenland.', 'The dugong is in the milky way galaxy.', True)
('The cassowary is in greenland.', 'The cassowary is in our solar system.', True)
('The cod is in greenland.', 'The cod is on earth.', True)
('The seahorse is in greenland.', 'The seahorse is in north america.', True)
('The beaver is in cuba.', 'The beaver is in the universe.', True)
('The crab is in cuba.', 'The crab is in the milky way galaxy.', True)
('The human is in cuba.', 'The human is in our solar system.', True)
('The raven is in cuba.', 'The raven is on earth.', True)
('The turkey is in cuba.', 'The turkey is in north america.', True)
('The rhinoceros is in panama.', 'The rhinoceros is in the universe.', True)
('The bee is in panama.', 'The bee is in the milky way galaxy.', True)
('The goldfinch is in panama.', 'The goldfinch is in our solar system.', True)
('The leopard is in panama.', 'The leopard is on earth.', True)
('The hawk is in panama.', 'The hawk is in north america.', True)
('The parrot is in jamaica.', 'The parrot is in the universe.', True)
('The jellyfish is in jamaica.', 'The jellyfish is in the milky way galaxy.', True)
('The porcupine is in jamaica.', 'The porcupine is in our solar system.', True)
('The goldfinch is in jamaica.', 'The goldfinch is on earth.', True)
('The beaver is in jamaica.', 'The beaver is in north america.', True)
('The narwhal is in belize.', 'The narwhal is in the universe.', True)
('The starling is in belize.', 'The starling is in the milky way galaxy.', True)
('The tapir is in belize.', 'The tapir is in our solar system.', True)
('The ferret is in belize.', 'The ferret is on earth.', True)
('The ostrich is in belize.', 'The ostrich is in north america.', True)
('The woodpecker is in south america.', 'The woodpecker is in the universe.', True)
('The cheetah is in south america.', 'The cheetah is in the milky way galaxy.', True)
('The echidna is in south america.', 'The echidna is in our solar system.', True)
('The pony is in south america.', 'The pony is on earth.', True)
('The camel is in brazil.', 'The camel is in the universe.', True)
('The aardvark is in brazil.', 'The aardvark is in the milky way galaxy.', True)
('The bear is in brazil.', 'The bear is in our solar system.', True)
('The pig is in brazil.', 'The pig is on earth.', True)
('The hummingbird is in brazil.', 'The hummingbird is in south america.', True)
('The leopard is in columbia.', 'The leopard is in the universe.', True)
('The gnat is in columbia.', 'The gnat is in the milky way galaxy.', True)
('The jellyfish is in columbia.', 'The jellyfish is in our solar system.', True)
('The gnu is in columbia.', 'The gnu is on earth.', True)
('The narwhal is in columbia.', 'The narwhal is in south america.', True)
('The buffalo is in argentina.', 'The buffalo is in the universe.', True)
('The porpoise is in argentina.', 'The porpoise is in the milky way galaxy.', True)
('The stinkbug is in argentina.', 'The stinkbug is in our solar system.', True)
('The alpaca is in argentina.', 'The alpaca is on earth.', True)
('The dogfish is in argentina.', 'The dogfish is in south america.', True)
('The caterpillar is in peru.', 'The caterpillar is in the universe.', True)
('The rook is in peru.', 'The rook is in the milky way galaxy.', True)
('The capybara is in peru.', 'The capybara is in our solar system.', True)
('The sheep is in peru.', 'The sheep is on earth.', True)
('The marten is in peru.', 'The marten is in south america.', True)
('The sardine is in venezuela.', 'The sardine is in the universe.', True)
('The panther is in venezuela.', 'The panther is in the milky way galaxy.', True)
('The crocodile is in venezuela.', 'The crocodile is in our solar system.', True)
('The butterfly is in venezuela.', 'The butterfly is on earth.', True)
('The llama is in venezuela.', 'The llama is in south america.', True)
('The dove is in chile.', 'The dove is in the universe.', True)
('The wallaby is in chile.', 'The wallaby is in the milky way galaxy.', True)
('The dugong is in chile.', 'The dugong is in our solar system.', True)
('The termite is in chile.', 'The termite is on earth.', True)
('The mole is in chile.', 'The mole is in south america.', True)
('The starling is in ecuador.', 'The starling is in the universe.', True)
('The narwhal is in ecuador.', 'The narwhal is in the milky way galaxy.', True)
('The jay is in ecuador.', 'The jay is in our solar system.', True)
('The dunlin is in ecuador.', 'The dunlin is on earth.', True)
('The scorpion is in ecuador.', 'The scorpion is in south america.', True)
('The jaguar is in bolivia.', 'The jaguar is in the universe.', True)
