('neighborhoods contain cities', 'neighborhoods are found in cities.', False)
('goldsmiths says cities are composed of neighborhoods', 'Some goldsmiths says cities consists of neighborhoods.', False)
('golf caddys says cities are composed of neighborhoods', 'Some golf caddys says cities consists of neighborhoods.', False)
('golf club professionals says cities are composed of neighborhoods', 'Some golf club professionals says cities consists of neighborhoods.', False)
('golfers says cities are composed of neighborhoods', 'Some golfers says cities consists of neighborhoods.', False)
('goods handlers says cities are composed of neighborhoods', 'Some goods handlers says cities consists of neighborhoods.', False)
('governors says cities are composed of neighborhoods', 'Some governors says cities consists of neighborhoods.', False)
('granite technicians says cities are composed of neighborhoods', 'Some granite technicians says cities consists of neighborhoods.', False)
('graphic designers says cities are composed of neighborhoods', 'Some graphic designers says cities consists of neighborhoods.', False)
('graphologists says cities are composed of neighborhoods', 'Some graphologists says cities consists of neighborhoods.', False)
('grave diggers says cities are composed of neighborhoods', 'Some grave diggers says cities consists of neighborhoods.', False)
('gravel merchants says cities are composed of neighborhoods', 'Some gravel merchants says cities consists of neighborhoods.', False)
('green keepers says cities are composed of neighborhoods', 'Some green keepers says cities consists of neighborhoods.', False)
('greengrocers says cities are composed of neighborhoods', 'Some greengrocers says cities consists of neighborhoods.', False)
('grocers says cities are composed of neighborhoods', 'Some grocers says cities consists of neighborhoods.', False)
('grooms says cities are composed of neighborhoods', 'Some grooms says cities consists of neighborhoods.', False)
('ground workers says cities are composed of neighborhoods', 'Some ground workers says cities consists of neighborhoods.', False)
('groundsmans says cities are composed of neighborhoods', 'Some groundsmans says cities consists of neighborhoods.', False)
('guest house owners says cities are composed of neighborhoods', 'Some guest house owners says cities consists of neighborhoods.', False)
('guest house proprietors says cities are composed of neighborhoods', 'Some guest house proprietors says cities consists of neighborhoods.', False)
('gun smiths says cities are composed of neighborhoods', 'Some gun smiths says cities consists of neighborhoods.', False)
('gynaecologists says cities are composed of neighborhoods', 'Some gynaecologists says cities consists of neighborhoods.', False)
('hgv drivers says cities are composed of neighborhoods', 'Some hgv drivers says cities consists of neighborhoods.', False)
('hgv mechanics says cities are composed of neighborhoods', 'Some hgv mechanics says cities consists of neighborhoods.', False)
('hairdressers says cities are composed of neighborhoods', 'Some hairdressers says cities consists of neighborhoods.', False)
('handymans says cities are composed of neighborhoods', 'Some handymans says cities consists of neighborhoods.', False)
('hardware dealers says cities are composed of neighborhoods', 'Some hardware dealers says cities consists of neighborhoods.', False)
('haulage contractors says cities are composed of neighborhoods', 'Some haulage contractors says cities consists of neighborhoods.', False)
('hawkers says cities are composed of neighborhoods', 'Some hawkers says cities consists of neighborhoods.', False)
('health advisors says cities are composed of neighborhoods', 'Some health advisors says cities consists of neighborhoods.', False)
('health and safetys says cities are composed of neighborhoods', 'Some health and safetys says cities consists of neighborhoods.', False)
('health care assistants says cities are composed of neighborhoods', 'Some health care assistants says cities consists of neighborhoods.', False)
('health consultants says cities are composed of neighborhoods', 'Some health consultants says cities consists of neighborhoods.', False)
('health nurses says cities are composed of neighborhoods', 'Some health nurses says cities consists of neighborhoods.', False)
('health planners says cities are composed of neighborhoods', 'Some health planners says cities consists of neighborhoods.', False)
('health services says cities are composed of neighborhoods', 'Some health services says cities consists of neighborhoods.', False)
('health therapists says cities are composed of neighborhoods', 'Some health therapists says cities consists of neighborhoods.', False)
('health visitors says cities are composed of neighborhoods', 'Some health visitors says cities consists of neighborhoods.', False)
('hearing therapists says cities are composed of neighborhoods', 'Some hearing therapists says cities consists of neighborhoods.', False)
('heating engineers says cities are composed of neighborhoods', 'Some heating engineers says cities consists of neighborhoods.', False)
('herbalists says cities are composed of neighborhoods', 'Some herbalists says cities consists of neighborhoods.', False)
