('The turtle is in the universe.', 'The turtle is in the milky way galaxy.', False)
('The rhinoceros is in north america.', 'The rhinoceros is in canada.', False)
('The goshawk is in the universe.', 'The goshawk is in alberta.', False)
('The oryx is in the milky way galaxy.', 'The oryx is in alberta.', False)
('The narwhal is in our solar system.', 'The narwhal is in alberta.', False)
('The deer is on earth.', 'The deer is in alberta.', False)
('The sheep is in north america.', 'The sheep is in alberta.', False)
('The lapwing is in canada.', 'The lapwing is in alberta.', False)
('The ape is in the universe.', 'The ape is in british columbia.', False)
('The gerbil is in the milky way galaxy.', 'The gerbil is in british columbia.', False)
('The pigeon is in our solar system.', 'The pigeon is in british columbia.', False)
('The grasshopper is on earth.', 'The grasshopper is in british columbia.', False)
('The lapwing is in north america.', 'The lapwing is in british columbia.', False)
('The caribou is in canada.', 'The caribou is in british columbia.', False)
('The ostrich is in the universe.', 'The ostrich is in manitoba.', False)
('The spider is in the milky way galaxy.', 'The spider is in manitoba.', False)
('The cassowary is in our solar system.', 'The cassowary is in manitoba.', False)
('The opossum is on earth.', 'The opossum is in manitoba.', False)
('The baboon is in north america.', 'The baboon is in manitoba.', False)
('The wren is in canada.', 'The wren is in manitoba.', False)
('The rook is in the universe.', 'The rook is in new brunswick.', False)
('The frog is in the milky way galaxy.', 'The frog is in new brunswick.', False)
('The snake is in our solar system.', 'The snake is in new brunswick.', False)
('The monkey is on earth.', 'The monkey is in new brunswick.', False)
('The goldfinch is in north america.', 'The goldfinch is in new brunswick.', False)
('The jay is in canada.', 'The jay is in new brunswick.', False)
('The fox is in the universe.', 'The fox is in newfoundland.', False)
('The chinchilla is in the milky way galaxy.', 'The chinchilla is in newfoundland.', False)
('The eel is in our solar system.', 'The eel is in newfoundland.', False)
('The hyena is on earth.', 'The hyena is in newfoundland.', False)
('The grouse is in north america.', 'The grouse is in newfoundland.', False)
('The armadillo is in canada.', 'The armadillo is in newfoundland.', False)
('The mouse is in the universe.', 'The mouse is in nova scotia.', False)
('The boar is in the milky way galaxy.', 'The boar is in nova scotia.', False)
('The squirrel is in our solar system.', 'The squirrel is in nova scotia.', False)
('The rabbit is on earth.', 'The rabbit is in nova scotia.', False)
('The aardvark is in north america.', 'The aardvark is in nova scotia.', False)
('The toad is in canada.', 'The toad is in nova scotia.', False)
('The dunlin is in the universe.', 'The dunlin is in ontario.', False)
('The cassowary is in the milky way galaxy.', 'The cassowary is in ontario.', False)
('The vulture is in our solar system.', 'The vulture is in ontario.', False)
('The crocodile is on earth.', 'The crocodile is in ontario.', False)
('The eagle is in north america.', 'The eagle is in ontario.', False)
('The tarsier is in canada.', 'The tarsier is in ontario.', False)
('The cormorant is in the universe.', 'The cormorant is in prince edward island.', False)
('The hornet is in the milky way galaxy.', 'The hornet is in prince edward island.', False)
('The dolphin is in our solar system.', 'The dolphin is in prince edward island.', False)
('The chimpanzee is on earth.', 'The chimpanzee is in prince edward island.', False)
('The jellyfish is in north america.', 'The jellyfish is in prince edward island.', False)
('The kookabura is in canada.', 'The kookabura is in prince edward island.', False)
('The skunk is in the universe.', 'The skunk is in quebec.', False)
('The cobra is in the milky way galaxy.', 'The cobra is in quebec.', False)
('The gerbil is in our solar system.', 'The gerbil is in quebec.', False)
('The woodpecker is on earth.', 'The woodpecker is in quebec.', False)
('The heron is in north america.', 'The heron is in quebec.', False)
('The chamois is in canada.', 'The chamois is in quebec.', False)
('The donkey is in the universe.', 'The donkey is in saskatchewan.', False)
('The cat is in the milky way galaxy.', 'The cat is in saskatchewan.', False)
('The dogfish is in our solar system.', 'The dogfish is in saskatchewan.', False)
('The newt is on earth.', 'The newt is in saskatchewan.', False)
('The termite is in north america.', 'The termite is in saskatchewan.', False)
('The human is in canada.', 'The human is in saskatchewan.', False)
('The hamster is in the universe.', 'The hamster is in greenland.', False)
('The dugong is in the milky way galaxy.', 'The dugong is in greenland.', False)
('The cassowary is in our solar system.', 'The cassowary is in greenland.', False)
('The cod is on earth.', 'The cod is in greenland.', False)
('The seahorse is in north america.', 'The seahorse is in greenland.', False)
('The beaver is in the universe.', 'The beaver is in cuba.', False)
('The crab is in the milky way galaxy.', 'The crab is in cuba.', False)
('The human is in our solar system.', 'The human is in cuba.', False)
('The raven is on earth.', 'The raven is in cuba.', False)
('The turkey is in north america.', 'The turkey is in cuba.', False)
('The rhinoceros is in the universe.', 'The rhinoceros is in panama.', False)
('The bee is in the milky way galaxy.', 'The bee is in panama.', False)
('The goldfinch is in our solar system.', 'The goldfinch is in panama.', False)
('The leopard is on earth.', 'The leopard is in panama.', False)
('The hawk is in north america.', 'The hawk is in panama.', False)
('The parrot is in the universe.', 'The parrot is in jamaica.', False)
('The jellyfish is in the milky way galaxy.', 'The jellyfish is in jamaica.', False)
('The porcupine is in our solar system.', 'The porcupine is in jamaica.', False)
('The goldfinch is on earth.', 'The goldfinch is in jamaica.', False)
('The beaver is in north america.', 'The beaver is in jamaica.', False)
('The narwhal is in the universe.', 'The narwhal is in belize.', False)
('The starling is in the milky way galaxy.', 'The starling is in belize.', False)
('The tapir is in our solar system.', 'The tapir is in belize.', False)
('The ferret is on earth.', 'The ferret is in belize.', False)
('The ostrich is in north america.', 'The ostrich is in belize.', False)
('The woodpecker is in the universe.', 'The woodpecker is in south america.', False)
('The cheetah is in the milky way galaxy.', 'The cheetah is in south america.', False)
('The echidna is in our solar system.', 'The echidna is in south america.', False)
('The pony is on earth.', 'The pony is in south america.', False)
('The camel is in the universe.', 'The camel is in brazil.', False)
('The aardvark is in the milky way galaxy.', 'The aardvark is in brazil.', False)
('The bear is in our solar system.', 'The bear is in brazil.', False)
('The pig is on earth.', 'The pig is in brazil.', False)
('The hummingbird is in south america.', 'The hummingbird is in brazil.', False)
('The leopard is in the universe.', 'The leopard is in columbia.', False)
('The gnat is in the milky way galaxy.', 'The gnat is in columbia.', False)
('The jellyfish is in our solar system.', 'The jellyfish is in columbia.', False)
('The gnu is on earth.', 'The gnu is in columbia.', False)
('The narwhal is in south america.', 'The narwhal is in columbia.', False)
('The buffalo is in the universe.', 'The buffalo is in argentina.', False)
('The porpoise is in the milky way galaxy.', 'The porpoise is in argentina.', False)
('The stinkbug is in our solar system.', 'The stinkbug is in argentina.', False)
('The alpaca is on earth.', 'The alpaca is in argentina.', False)
('The dogfish is in south america.', 'The dogfish is in argentina.', False)
('The caterpillar is in the universe.', 'The caterpillar is in peru.', False)
('The rook is in the milky way galaxy.', 'The rook is in peru.', False)
('The capybara is in our solar system.', 'The capybara is in peru.', False)
('The sheep is on earth.', 'The sheep is in peru.', False)
('The marten is in south america.', 'The marten is in peru.', False)
('The sardine is in the universe.', 'The sardine is in venezuela.', False)
('The panther is in the milky way galaxy.', 'The panther is in venezuela.', False)
('The crocodile is in our solar system.', 'The crocodile is in venezuela.', False)
('The butterfly is on earth.', 'The butterfly is in venezuela.', False)
('The llama is in south america.', 'The llama is in venezuela.', False)
('The dove is in the universe.', 'The dove is in chile.', False)
('The wallaby is in the milky way galaxy.', 'The wallaby is in chile.', False)
